"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
3x3x3;00:17.894;U' F U2 R2 F' U' R' L F' L F' U' D2 B2 R2 D F2 L2 D L2;2019-09-10 16:02;no;no;1568145183757;
3x3x3;00:17.627;L2 B' F2 R2 U2 B U2 B' F' L2 R U B' D' U R F' R2 B' F;2019-09-10 16:01;no;no;1568145183757;
3x3x3;00:16.989;F U' F' U2 B2 R2 B2 U R' D L2 U R2 D2 L2 U R2 F2 D2;2019-09-10 16:01;no;no;1568145183757;
3x3x3;00:20.749;U2 B L B' U R2 F' B' L' F U' L2 U R2 U F2 L2 B2 D2 F2 B2;2019-09-10 16:00;no;no;1568145183757;
3x3x3;00:16.176;B' L2 B2 D' R F2 R' L' B' U R2 U2 F2 U F2 U' L2 D';2019-09-10 16:00;no;no;1568145183757;
3x3x3;00:19.469;L' U' B' L' D2 R' L' F' B' U L2 D2 R B2 R L2 B2;2019-09-10 15:58;no;no;1568145183757;
3x3x3;00:22.140;F' U' F' L2 B2 U L B L F D' R' L2 D2 B2 L F2 L2 U2;2019-09-10 15:58;no;no;1568145183757;
3x3x3;00:17.358;U L2 D' U2 B2 U L2 U' L' U' B' L B2 D' L D B2 R' U;2019-09-10 15:53;no;no;1568145183757;
3x3x3;00:17.404;L2 R2 B2 R2 D2 L2 F U2 R' F' D R2 D' F2 L' D B L B';2019-09-09 17:05;no;no;1568062150057;
3x3x3;00:17.696;R2 D' B2 F2 D F2 D' U2 B2 L' U L D2 F' R' D B U' L' R2;2019-09-09 17:05;no;no;1568062150057;
3x3x3;00:19.964;B2 U F2 L2 F2 D R2 B2 F' D' F' D' U' L2 B2 U' B2 F' L;2019-09-09 17:04;no;no;1568062150057;
3x3x3;00:19.973;L' B2 R' B2 R2 D2 U2 F' D' L' B2 R2 D2 B U F' R D';2019-09-09 17:03;no;no;1568062150057;
3x3x3;00:15.882;F2 U R2 F2 U2 R2 F2 U2 F2 U' F R D2 B L' U' B' L' U R2 B2;2019-09-09 17:03;no;no;1568062150057;
3x3x3;00:16.036;R B' D R2 D2 L2 D F2 U2 R' D' L D2 R' L2 F2 U2 L2 D2;2019-09-09 17:02;no;no;1568062150057;
3x3x3;00:14.344;R2 F' D F U' L' B L2 B2 U' F' L B2 D2 R2 F2 D2;2019-09-09 17:02;no;no;1568062150057;
3x3x3;00:15.740;D2 R D2 L' D2 R' D2 F2 L' B2 R' U' B' D' R U F' U2 B2 U2;2019-09-09 17:01;no;no;1568062150057;
3x3x3;00:13.268;D' L2 B2 L2 R2 D B2 R' B L2 R2 D L U F2 L B2 R;2019-09-09 17:01;no;no;1568062150057;
3x3x3;00:14.111;B' U F R B2 D' B2 U2 R F' U2 L2 B2 R' D2 R' D2 B2 D2 L2;2019-09-09 17:00;no;no;1568062150057;
3x3x3;00:19.549;D' B2 F2 D B2 R2 D' U2 L2 R' U R' B' R' F U L2 U2 B2 R';2019-09-09 16:58;no;no;1568062150057;
3x3x3;00:19.799;L' D2 R2 D2 R D' L F R U B' R2 L2 D2 R2 B U2;2019-09-09 16:57;no;no;1568062150057;
3x3x3;00:15.393;L' F B' R' D L B' U R' B' U R2 L2 D R2 B2 D L2 F2 D2;2019-09-09 16:57;no;no;1568062150057;
3x3x3;00:13.305;D2 L' F2 D2 L2 D2 F2 R' F2 D2 B' U' R D U' R F U2 F2 U';2019-09-09 16:56;no;no;1568062150057;
3x3x3;00:17.406;U F2 L2 F2 R2 D F2 D2 U' R2 U2 B' L U2 B' D' L B2 L' F';2019-09-09 16:56;no;no;1568062150057;
3x3x3;00:17.049;U2 R2 F' R2 F U2 F2 L2 U2 L' U2 F2 L2 F D2 R U2 R' D' R;2019-09-09 16:55;no;no;1568062150057;
3x3x3;00:18.305;L2 U2 F2 L U2 R2 B2 R D2 F2 R U' F D U' L' B2 U' L2 D;2019-09-09 16:52;no;no;1568062150057;
3x3x3;00:15.278;D' U2 F2 D2 U' F2 R2 B2 L' U' L B' D2 L2 B' R D F L' R2;2019-09-09 16:52;no;no;1568062150057;
3x3x3;00:18.446;F D' B' R' U2 L B2 U' F' R2 F L2 B2 D2 B2 R F2 L2 U2;2019-09-09 16:51;no;no;1568062150057;
3x3x3;00:12.887;R2 F2 R2 B2 F' D2 L2 B' R' F L D B' F' L U B U2 R;2019-09-09 16:51;no;no;1568062150057;
3x3x3;00:19.738;D' L D L' F2 L F' D' R F2 D2 R2 B U2 B' R2 L2 F' D2 B2;2019-09-09 16:50;no;no;1568062150057;
3x3x3;00:18.522;U D F2 B2 L F' B2 D2 R B D R2 U2 L2 F2 U2 F2 B2 U' F2;2019-09-09 16:49;no;no;1568062150057;
3x3x3;00:15.901;F L' F' R' B' L2 D' R U R B2 D' F2 L2 U' D2 L2 D B2;2019-09-09 07:55;no;no;1568029790979;
3x3x3;00:18.780;U F2 U2 F2 R2 D' L2 D' R2 B2 L' R' U' B2 D2 F' L U2 B U';2019-09-09 07:54;no;no;1568029790979;
3x3x3;00:18.210;B2 L2 U2 L' D2 U2 B2 L' U2 R2 B2 U R U2 F' D L2 R2 U';2019-09-09 07:53;no;no;1568029790979;
3x3x3;00:15.511;L2 F2 D2 L' F2 R' B2 U2 L2 F2 D2 U L' U2 L' F U R2 B L;2019-09-09 07:52;no;no;1568029790979;
3x3x3;00:18.443;F2 R' U2 L' F U' R B' R U' B' L2 F U2 B R2 U2 D2 R2 F';2019-09-09 07:51;no;no;1568029790979;
3x3x3;00:17.064;B2 L' D2 B2 D2 F2 R' B2 D2 L F2 D' U R' D B L' D L' R;2019-09-09 07:51;no;no;1568029790979;
3x3x3;00:18.290;L' B2 R U2 L' D2 U2 L U R B' U2 L' B' D' U2 F L' F';2019-09-09 07:50;no;no;1568029790979;
3x3x3;00:14.490;L U2 R2 B R F U B D F D2 B2 U B2 R2 U2 R2;2019-09-08 15:19;no;no;1567970287764;
3x3x3;00:16.049;D2 R2 F2 R' B2 L B2 D2 L' D' B R D R D F2 U' L' D' R2;2019-09-08 12:21;no;no;1567957110487;
3x3x3;00:12.204;R F2 L' U2 R U2 R' F2 U' F2 R F2 U2 R2 F' U2 R2 U' L2;2019-09-08 12:21;no;no;1567957110487;
3x3x3;00:16.735;F2 R2 D2 B2 R' U' L' D F' U2 F' B2 L2 U F2 B2 U' D2;2019-09-08 12:15;no;no;1567957110487;
3x3x3;00:19.890;B2 D2 R2 F D' F2 L' B R B2 D' R2 B2 D B2 D2 F2 U F2;2019-09-08 08:17;no;no;1567943133512;
3x3x3;00:15.864;B R B2 U' L2 U2 R2 F B2 R U B2 U D F2 R2 B2 L2 U2 R2;2019-09-08 08:16;no;no;1567943133512;
3x3x3;00:18.175;R2 D2 F2 R D2 R2 D' F U2 L B U R B2 L2 F' R2;2019-09-08 08:14;no;no;1567943133512;
3x3x3;00:17.304;L' F L' U F' R' L2 B' L' U' F U B2 L2 U2 D F2 U' F2;2019-09-08 08:13;no;no;1567943133512;
3x3x3;00:16.128;U2 F U2 L2 F' L U' D2 B2 D' B' D2 R L' D2 R' F2 R L2 F2;2019-09-08 08:11;no;no;1567943133512;
3x3x3;00:16.164;L2 B' R2 D2 B2 L2 R2 B R2 D2 L' B' F U' R U F U F' R;2019-09-08 08:11;no;no;1567943133512;
3x3x3;00:16.682;L2 D' B2 U2 B2 D' B2 D F' R D' R' D F' U F D' F;2019-09-08 08:10;no;no;1567943133512;
3x3x3;00:17.493;D2 F' L' B' U' B2 R' B' D' B2 U D2 L D2 B2 R B2 R2;2019-09-08 08:10;no;no;1567943133512;
3x3x3;00:16.146;D2 L F U' R2 L D' R2 B L' D' R' B2 R D2 R F2 U2 D2 R';2019-09-08 08:09;no;no;1567943133512;
3x3x3;00:16.024;R2 B' D2 B' U2 B' D2 F R' F U F D2 U L2 U R' B2 R';2019-09-08 08:08;no;no;1567943133512;
3x3x3;00:16.789;R' F L' D2 R2 D' B U' F2 L' D F L2 U2 F R2 F L2 F2;2019-09-08 08:08;no;no;1567943133512;
3x3x3;00:17.083;D L' B2 U R2 F R2 F' L' F2 B' U2 D2 F D2 B D2 F' D2;2019-09-08 08:07;no;no;1567943133512;
3x3x3;00:18.978;D' F2 D' U2 R2 B2 U' B2 L U' B2 D2 F2 L2 B L' R' D L';2019-09-08 08:07;no;no;1567943133512;
3x3x3;00:15.990;R' U R2 F B2 U B2 U2 B L D L D2 B2 R2 U2 F2 R' U2;2019-09-08 08:06;no;no;1567943133512;
3x3x3;00:18.066;F' R' D' B L D' B D R2 B' D' F2 U2 L2 B' U2 D2 L2 F';2019-09-08 08:06;no;no;1567943133512;
3x3x3;00:18.473;L R' F2 R2 B2 U2 B2 R' B2 L' D' L F D' R' U F U2 B R2;2019-09-08 08:05;no;no;1567943133512;
3x3x3;00:16.369;F2 D' B2 L2 F2 D2 F2 D' F U F2 R' B D R U2 B U;2019-09-08 08:04;no;no;1567943133512;
3x3x3;00:16.091;U R D F2 D F2 L' F' B U' B2 R2 F D2 F' L2 U2 B R2 D2;2019-09-08 08:04;no;no;1567943133512;
3x3x3;00:16.648;B2 L2 B D2 R F2 B R B2 R U' F L2 B R2 B2 L2 U2;2019-09-08 08:03;no;no;1567943133512;
3x3x3;00:13.975;R' U2 L U2 R2 F2 D2 B2 D2 L2 R B' U F2 R D2 B2 R2 D U';2019-09-08 08:00;no;no;1567943133512;
3x3x3;00:17.681;U' R2 F2 L2 F2 L U' F' L2 D F' R2 F' L2 U2 F' R2 B R2;2019-09-08 08:00;no;no;1567943133512;
3x3x3;00:17.441;R2 D2 R2 B2 U' R2 B2 F2 D B R F D2 U F R2 D2 F2 D2;2019-09-08 07:59;no;no;1567943133512;
3x3x3;00:15.406;L' D2 F2 R' F2 L U2 R2 D' F2 R' F L D R2 B F2 L' D';2019-09-08 07:59;no;no;1567943133512;
3x3x3;00:18.099;B' U2 B' L2 B U2 B2 U2 F' D R2 F' R B' F2 L' F2 U' R' D2;2019-09-08 07:58;no;no;1567943133512;
3x3x3;00:14.424;L2 U2 L2 F' U2 B' F' R2 U2 R B' L U' R F' L2 U2 R' D2 F;2019-09-08 07:58;no;no;1567943133512;
3x3x3;00:16.053;D' F' U2 D R F2 D L2 F' B R' D2 R D2 L' F2 B2 L U2 L2;2019-09-08 07:57;no;no;1567943133512;
3x3x3;00:16.809;L2 U2 B F2 R2 B' U2 B U2 R2 U R U L' U2 B' D2 U F;2019-09-08 07:57;no;no;1567943133512;
3x3x3;00:17.434;R2 F2 U R2 B2 D' R2 D L B R' U' R2 B' R2 D2 L F';2019-09-08 07:56;no;no;1567943133512;
3x3x3;00:18.811;U D2 B D2 F R' F2 L' B2 D F2 L2 F D2 F' D2 L2 F U2 D2 F2;2019-09-08 07:56;no;no;1567943133512;
3x3x3;00:18.673;L' B2 L U2 L' U2 B2 R2 B2 L B2 F' U' L2 D2 L B' F' D F2 L;2019-09-08 07:55;no;no;1567943133512;
3x3x3;00:14.344;U B D' R F D2 R2 U' D2 R U' D2 L F2 L F2 L B2 R';2019-09-08 07:55;no;no;1567943133512;
3x3x3;00:18.395;U2 B2 R' D2 L D2 R D2 L2 D2 F D U2 L2 R' B' F R B F2;2019-09-08 07:54;no;no;1567943133512;
3x3x3;00:17.337;R' U2 L D2 U2 L' D2 L2 F2 R F' U B U' L' U2 F' U' F';2019-09-08 07:54;no;no;1567943133512;
3x3x3;00:21.498;F' B L2 D L D F D' R B L' D2 R B2 U2 F2 R2 F2 B2;2019-09-08 07:53;no;no;1567943133512;
3x3x3;00:18.231;R' F' R B R' F U' F L B U' F2 R2 D' R2 L2 D' F2 L2 B2 D';2019-09-08 07:52;no;no;1567943133512;
3x3x3;00:19.615;R' L B2 L D' L F' R2 B2 U' F2 D2 R' L' F2 B2 L D2 R2 B2;2019-09-08 07:52;no;no;1567943133512;
3x3x3;00:17.264;D2 B U2 L' F' B2 D2 B U2 L' U2 F2 L2 D R2 F2 D L2 F2 U2;2019-09-08 07:51;no;no;1567943133512;
3x3x3;00:16.806;U' F R B U D' B2 L' U2 D F' R2 F2 D2 F D2 L2 B D2 R2 F;2019-09-08 07:51;no;no;1567943133512;
3x3x3;00:19.598;L2 R2 U2 L2 D B2 D' R2 D F2 R' F2 U R' B L2 D2 U R B' U;2019-09-08 07:50;no;no;1567943133512;
3x3x3;00:22.262;B2 L2 B' R2 B' D2 B2 D2 R2 F' L' D B' U' L R2 F' D' B' U L';2019-09-08 07:50;no;no;1567943133512;
3x3x3;00:19.147;R2 B R2 D' L' F' L2 F' L2 F R2 L2 U2 L2 D' R2 D' R2 F2 U';2019-09-08 07:49;no;no;1567943133512;
3x3x3;00:17.168;D2 R2 B2 L2 U' L2 U2 R2 F U B' R B L F R' B U' B' R;2019-09-08 07:49;no;no;1567943133512;
3x3x3;00:20.974;L2 D' L2 U2 F2 R2 B2 R' U2 F' D2 F D' L R' U2 L F' U';2019-09-08 07:48;no;no;1567943133512;
3x3x3;00:17.173;R2 D' B' U F R B2 L' U2 L2 B R2 L2 B' D2 B' U2;2019-09-08 07:47;no;no;1567943133512;
3x3x3;00:16.920;U2 L2 R U2 B2 F2 L' B2 R2 F2 D2 B U' B2 L U' B' D' B' U;2019-09-08 07:47;no;no;1567943133512;
3x3x3;00:18.007;D' F D' R D R2 D L' F' U2 F2 B2 L U2 L B2 R2 F2 L F2;2019-09-08 07:45;no;no;1567943133512;
3x3x3;00:16.021;L2 B' L2 R2 F' U2 B' L2 B R' U' B2 F L D2 B U' R U2 R;2019-09-07 22:11;no;no;1567906128025;
3x3x3;00:23.375;U2 R F2 D R B2 U D F2 L' D B2 U2 F' B2 R2 F' R2;2019-09-07 22:11;no;no;1567906128025;
3x3x3;00:16.419;F2 U B2 U L2 D' U L2 B2 F' L' D2 F D L' R2 D B' L' R';2019-09-07 22:10;no;no;1567906128025;
3x3x3;00:22.285;U' R2 B2 D2 U2 L2 U2 B2 L' D B2 L F' L2 F D' F2 R2;2019-09-07 22:10;no;no;1567906128025;
3x3x3;00:11.931;R2 U' D F2 B' R' B D' L F2 L2 U2 F2 U F2 D L2 F2 D F2;2019-09-07 22:09;no;no;1567906128025;
3x3x3;00:21.875;B2 L2 U R2 D' F2 R2 D2 L2 B' D2 R' U L2 F' U' F2 U R;2019-09-07 22:08;no;no;1567906128025;
3x3x3;00:19.819;D2 L2 F2 D2 B' L2 R2 F' D2 L' D' R D2 F' L2 D L' D R';2019-09-07 22:07;no;no;1567906128025;
3x3x3;00:17.720;L2 U B2 D R2 B2 D L2 R' U L' B F2 U' L2 D' B' F2 D2;2019-09-07 22:06;no;no;1567906128025;
3x3x3;00:20.103;U2 L2 F' U2 F' R2 B' R2 B2 R2 D F2 R B' D R F U2 L' R2;2019-09-07 22:05;no;no;1567906128025;
3x3x3;00:12.541;L' D B U' F2 D B R' F U B U' R2 D' L2 U2 R2 F2 D2;2019-09-07 22:04;no;no;1567906128025;
3x3x3;00:18.102;D2 U2 L F2 U2 L F' D L' B2 F L' F2 U R2 B;2019-09-07 22:04;no;no;1567906128025;
3x3x3;00:17.843;U2 R' B2 R D2 L' B2 R' F2 R U2 B D2 L' D F2 U2 F';2019-09-07 22:03;no;no;1567906128025;
3x3x3;00:17.364;U2 F2 L' R B2 U2 L D2 R' F U B D' B' R2 B2 D F2 D';2019-09-07 22:03;no;no;1567906128025;
3x3x3;00:16.330;R2 L2 D' R F2 D' L2 B2 D' B' D2 R' B2 U2 R D2 R' B2 L2 U2;2019-09-07 22:02;no;no;1567906128025;
3x3x3;00:19.167;F2 D2 F2 R U2 B2 L R2 F2 U R' D2 B' R2 F' R D B2 U B;2019-09-07 22:02;no;no;1567906128025;
3x3x3;00:18.038;F2 R2 U B2 L2 R2 D F2 L' D2 U2 F' D' L F' R' D' B L2;2019-09-07 22:01;no;no;1567906128025;
3x3x3;00:16.335;L' U2 F2 L' D2 L' F2 L' B2 R B L' F2 D' F2 L2 D2 R' D' F;2019-09-07 22:01;no;no;1567906128025;
3x3x3;00:18.036;B2 R' U2 R' F2 L2 B2 U2 R' U2 B D B2 L' F' L' D' B';2019-09-07 22:00;no;no;1567906128025;
3x3x3;00:16.042;R B2 R' D2 F2 R D2 L' B U L R' B' U L B2 R2 U2 B;2019-09-07 22:00;no;no;1567906128025;
3x3x3;00:19.534;B U2 L F2 U2 R' B' U2 D' B D2 F2 L2 D2 R U2 D2 L' F2 R2 F2;2019-09-07 21:59;no;no;1567906128025;
3x3x3;00:19.115;R2 L B' L2 D F R' D F' U B2 L' B2 L2 D2 L' F2 R D2;2019-09-07 21:59;no;no;1567906128025;
3x3x3;00:17.355;F D B2 L' B D' R' L D2 R U' F2 U2 R2 F2 U2 B2 U2 R;2019-09-07 21:58;no;no;1567906128025;
3x3x3;00:18.661;L' B2 L2 D2 B D' F' B L2 D' R U2 F2 U2 L2 B2 R' D2 R B2 L;2019-09-07 21:58;no;no;1567906128025;
3x3x3;00:16.839;U' R' F R2 F2 U2 L' D B' U2 R' U2 L' U2 R' F2 U2;2019-09-07 21:57;no;no;1567906128025;
3x3x3;00:18.835;R' B2 U2 R F2 R2 D2 F2 L B2 F U' B R U2 F' L' F2 L';2019-09-07 21:56;no;no;1567906128025;
3x3x3;00:20.667;R' F2 U2 R F2 L' B2 D2 L U F R2 U F' U' L2 F L R' B;2019-09-07 21:55;no;no;1567906128025;
3x3x3;00:15.859;R2 U2 R2 F2 U2 B F2 L' F2 L' D' B L U L2 U L2 B';2019-09-07 21:55;no;no;1567906128025;
3x3x3;00:21.734;F' L2 D2 U2 F' R2 F' L2 B F2 D L' B2 F L' D B2 F D R';2019-09-07 21:54;no;no;1567906128025;
3x3x3;00:17.310;U' L2 D2 L2 U2 B2 D2 U' L R B R2 B U L' R' U L2 F';2019-09-07 21:52;no;no;1567906128025;
3x3x3;00:20.307;L B' D2 F R' U D2 B2 L' D' F2 R D2 L B2 R F2 D2 B2 D2;2019-09-07 21:52;no;no;1567906128025;
3x3x3;00:18.949;F L U' D R D F' U L F2 B2 D2 B2 D F2 B2 D F2 D;2019-09-07 21:51;no;no;1567906128025;
3x3x3;00:19.659;F U' R' F2 D2 L2 U B L D' F' D2 F L2 F2 D2 B' R2 F' R2;2019-09-07 21:51;no;no;1567906128025;
3x3x3;00:16.940;R F U2 R L F' R2 U' D' F U' R F2 L' B2 U2 B2 R B2 R' L2;2019-09-07 21:49;no;no;1567906128025;
3x3x3;00:19.548;R F2 L U2 F2 D2 L2 R' B2 R F2 U' L2 F' U R2 U B2 L' B' R2;2019-09-07 21:49;no;no;1567906128025;
3x3x3;00:17.091;U R2 B2 R2 F2 D' R2 D2 U2 B2 R D B' F D2 R F2 U' F2 D' U';2019-09-07 21:48;no;no;1567906128025;
3x3x3;00:16.408;D L2 U' B2 L2 D R2 D F2 L2 B2 L U B2 F R' D2 B R' B2 F2;2019-09-07 21:48;no;no;1567906128025;
3x3x3;00:18.027;F D2 R2 D2 B2 U B' L F D' L F2 L2 D2 R' U2 D2 R2 U2 F2;2019-09-07 21:47;no;no;1567906128025;
3x3x3;00:14.139;R' L2 B L D L U R F2 U R' U2 L2 D' B2 R2 L2 U B2;2019-09-07 21:47;no;no;1567906128025;
3x3x3;00:18.519;U2 B2 L2 B2 D' L2 B2 F' L D' U2 R' D' U2 F U2 L2 U';2019-09-07 21:46;no;no;1567906128025;
3x3x3;00:19.172;R2 B2 L' B' L D R' D L2 U2 R L2 F2 U' D' L2 D F2 B2;2019-09-07 21:40;no;no;1567906128025;
3x3x3;00:17.961;B' R2 F2 L2 U2 F R2 D2 F2 D2 F U L B R' B' U' F2 U2 B U';2019-09-07 21:39;no;no;1567906128025;
3x3x3;00:17.464;U2 R F2 R B2 F2 R' B2 U' L' D2 F' D U' R B2 L2 F2 R2;2019-09-07 21:39;no;no;1567906128025;
3x3x3;00:16.807;L2 D' R2 D2 B2 R2 B2 U L2 F L' D2 L' F2 R D B' R' F' D';2019-09-07 21:38;no;no;1567906128025;
3x3x3;00:16.089;R2 F2 R2 B' F' U2 L2 R' U F2 D R2 U' L D' R2 F R;2019-09-07 21:37;no;no;1567906128025;
3x3x3;00:18.975;R2 U2 B' D2 R2 B' D2 B' R2 F' L' D2 L' B' L' F' D U2 L2 R;2019-09-07 21:36;no;no;1567906128025;
3x3x3;00:13.704;D' L2 F R2 B U R' D B' L2 F2 D R2 B2 R2 U2 F2 R2 D' R2;2019-09-07 21:36;no;no;1567906128025;
3x3x3;00:14.659;D' B2 D R2 U F2 L2 F2 D' U' B' U' R F2 D2 R U' F U R2;2019-09-07 21:35;no;no;1567906128025;
3x3x3;00:17.063;R2 L2 D' R F R2 U R' U2 D R' U2 B2 L' F2 L2 U2 R B2;2019-09-07 21:33;no;no;1567906128025;
3x3x3;00:17.752;B2 F2 L' R' B2 D2 B2 L' F2 R2 F' D U' F L B' U' R' D' U';2019-09-07 21:32;no;no;1567906128025;
3x3x3;00:17.624;L' U' B2 D' R' B2 L F' R' D' F R2 F' R2 F' D2 B U2;2019-09-07 21:32;no;no;1567906128025;
3x3x3;00:17.696;R' D L' B' U B R' B' L B U2 L2 F2 U2 R2 D' L2 U R2 L2 D';2019-09-07 21:30;no;no;1567906128025;
3x3x3;00:17.035;F D' F L' D B' U' B2 R' L2 U2 R2 F' B' L2 F D2 B' L2;2019-09-07 17:48;no;no;1567892497955;
3x3x3;00:14.800;U2 F2 R F2 L' B2 D2 R' U R2 U R' D F' D' L2 F' D' R';2019-09-07 17:47;no;no;1567892497955;
3x3x3;00:17.543;D B2 L2 D2 U' R2 B2 U' F2 U2 F' L2 R F2 D' L' B U L F';2019-09-07 17:46;no;no;1567892497955;
3x3x3;00:15.027;L2 B2 U2 L' B2 L' U2 L' D2 B R' F L D' R U' R' D2 R';2019-09-07 17:46;no;no;1567892497955;
3x3x3;00:18.911;L2 B' D' F U D L B2 L' U' L2 D2 F2 R F2 U2 L U2 L;2019-09-07 17:45;no;no;1567892497955;
3x3x3;00:19.138;U2 B D2 B F2 R2 F L2 F' U' R' U2 B' L' B2 U2 R F D';2019-09-07 17:45;no;no;1567892497955;
3x3x3;00:18.217;L2 U' F2 R' F B' R' F2 L' U F2 U2 D' R2 L2 B2 U B2 R2 D2;2019-09-07 17:44;no;no;1567892497955;
3x3x3;00:14.434;B2 L2 B2 U2 R2 B' R2 B D2 L2 U B D2 L' F' D' U2 R B' D';2019-09-07 17:44;no;no;1567892497955;
3x3x3;00:20.004;D2 R2 F' L2 F D2 L2 B' R B' U B2 D B2 R' U R F' D';2019-09-07 17:43;no;no;1567892497955;
3x3x3;00:15.109;L' D B U' F2 D B R' F U B U' R2 D' L2 U2 R2 F2 D2;2019-09-07 17:42;no;no;1567892497955;
3x3x3;00:17.514;U2 R2 D U2 B2 L2 B2 L2 D2 B D U B' R2 B2 F R D U' L;2019-09-07 13:58;no;no;1567877715741;
3x3x3;00:19.774;D R2 B2 F2 D R2 D B2 L2 R2 B D' L' R D' U' R' F' D L2;2019-09-07 13:57;no;no;1567877715741;
3x3x3;00:18.717;B2 D2 L' U2 R B2 F2 D2 B' R U' B' U2 L B R2 B2 L B';2019-09-07 13:54;no;no;1567877715741;
3x3x3;00:17.809;R2 U2 B' D2 L2 B' F2 U2 L F' L' U' R' D F' L U2 F2 U2;2019-09-07 13:46;no;no;1567877715741;
3x3x3;00:20.920;B2 L2 U' R B' U' F' R' U' F2 R' B' L2 U2 B2 L2 F B U2 L2;2019-09-07 13:41;no;no;1567877715741;
3x3x3;00:17.911;U2 L' F2 L U2 F2 L2 B2 F2 R' F2 D R' D B' F' L2 U R D2;2019-09-07 13:37;no;no;1567877715741;
3x3x3;00:16.731;D2 F2 R D2 L B D2 L' B' U' F2 B2 R2 U2 R2 L2 B2 U2 L';2019-09-07 13:36;no;no;1567877715741;
3x3x3;00:17.698;B2 R U2 L U2 R' F2 U2 L B2 U F2 L2 B' L' F2 R' F' R2 U;2019-09-07 12:04;no;no;1567871438688;
3x3x3;00:17.058;U' L2 R2 F2 D' R2 D F2 L2 U' F R D2 L' U' R2 D2 F' D' B2 F';2019-09-07 12:03;no;no;1567871438688;
3x3x3;00:17.323;B2 L2 B2 D' F2 L2 F2 U' L F2 U2 L2 R2 F L' D2 R2 D2 B';2019-09-07 12:02;no;no;1567871438688;
3x3x3;00:16.000;D R' F2 L' U' F L B' D2 B2 R2 B L2 U2 F2 D2 B' R2;2019-09-07 11:59;no;no;1567871438688;
3x3x3;00:18.671;L U F U2 D L' D' R U' D2 F R F2 U2 D2 B2 R D2 R' D2;2019-09-07 11:59;no;no;1567871438688;
3x3x3;00:20.216;D L U2 B D B2 R2 L2 B' D' B2 R L2 D2 B2 R F2 R U2 B2;2019-09-07 11:58;no;no;1567871438688;
3x3x3;00:10.973;D2 B L2 F U2 R2 B L' R2 B' L U R' B2 D' U R' F';2019-09-07 11:58;no;no;1567871438688;
3x3x3;00:17.860;F U' B' U F2 B' U2 R' U R D2 F2 U2 F' R2 F2 U2 L2 B D2;2019-09-07 11:57;no;no;1567871438688;
3x3x3;00:19.339;U L' B R' F B' L2 D B' D R U2 D' R2 D' F2 U;2019-09-07 11:57;no;no;1567871438688;
3x3x3;00:19.103;R F D B D R' B' L2 B2 D' R' U2 D2 R B2 R2 F2 D2 L U2;2019-09-07 11:56;no;no;1567871438688;
3x3x3;00:17.701;U R2 U' F2 D B2 D2 F R' U' F' D2 B' L' F' D' U2 F2;2019-09-07 11:56;no;no;1567871438688;
3x3x3;00:19.486;U' B2 U R2 U' R2 F2 D2 B2 D2 F2 L' D U2 R B F2 D' F R' B';2019-09-07 11:54;no;no;1567871438688;
3x3x3;00:15.237;D2 B2 D' U2 L2 D R2 F' U' L2 D2 R2 U' F' L' U2 R2 B U';2019-09-07 11:54;no;no;1567871438688;
3x3x3;00:19.022;D2 F' U2 R2 F' R2 F' L2 R2 D' R B' F L' U R2 F D' R U;2019-09-07 11:51;no;no;1567871438688;
3x3x3;00:19.176;F2 B' L' B2 D B2 R' U' L' D' F U F2 B2 U2 L2 D2 R2 U;2019-09-07 11:51;no;no;1567871438688;
3x3x3;00:19.064;R2 U2 B' L2 D2 R2 F2 U2 B' D B2 U L' U F' L' U R U' L;2019-09-07 11:48;no;no;1567868013923;
3x3x3;00:17.830;B R' D2 L2 F' B' U L2 D' R2 B' R' D2 L' F2 R U2 D2 L2;2019-09-07 11:46;no;no;1567868013923;
3x3x3;00:20.053;U2 R2 D B2 F2 L2 D' F2 L B U B2 F U F D' F' D' U;2019-09-07 11:46;no;no;1567868013923;
3x3x3;00:16.779;F' U2 B R2 D2 F D2 B' F R2 D2 R B R2 D R2 U' B F L';2019-09-07 11:42;no;no;1567868013923;
3x3x3;00:14.384;D2 F D2 L2 F' D2 L2 B' U' B2 D' B F' L' U L' D B L;2019-09-07 11:42;no;no;1567868013923;
3x3x3;00:17.110;F2 U F2 D' B2 D B2 R2 D F2 U2 R' U2 L F' D' L' F D';2019-09-07 11:41;no;no;1567868013923;
3x3x3;00:15.500;B2 R' D' R' D' F' D F U' R D' F B L2 U2 F L2 U2 F';2019-09-07 11:40;no;no;1567868013923;
3x3x3;00:16.895;L F' R2 B' U2 L D' L B2 D L' B2 D' F2 D' F2 U2 L2 U;2019-09-07 11:39;no;no;1567868013923;
3x3x3;00:21.275;R U2 R B2 L' B2 R F2 R2 D B F U R B' U' L' U B' L;2019-09-07 11:39;no;no;1567868013923;
3x3x3;00:16.096;U' R2 D' R2 U2 B2 F2 L U' B2 D2 F' U L' U2 B' U' B2 U;2019-09-07 11:37;no;no;1567868013923;
3x3x3;00:16.976;F2 L2 B2 U R2 F2 R2 U B2 F' R2 D B F R B' L2 B2 U B2;2019-09-07 11:36;no;no;1567868013923;
