"Category";"Time (MM:SS.SSS)";"Scrambler";"Date";"Penalty +2 (yes or no)";"DNF (yes or no)";"Section"
2x2x2;00:06.246;R' U2 F R U R' F U2 R2 U R';2019-08-23 16:39;no;no;1566589941801;
2x2x2;00:06.820;U' R U2 R2 U F U2 R2 F' U2 R2;2019-08-23 16:37;no;no;1566589941801;
2x2x2;00:08.165;U R U2 R2 U2 F U' F R U' R2;2019-08-22 20:20;no;no;1566518128776;
2x2x2;00:08.107;U' R' F U' F R U2 R' F' R U';2019-08-22 20:20;no;no;1566518128776;
2x2x2;00:08.570;U2 R2 U2 F U' F' R U2 R' F' U';2019-08-22 20:19;no;no;1566518128776;
2x2x2;00:05.768;R F' U R' F U' F R U R F';2019-08-22 20:19;no;no;1566518128776;
2x2x2;00:08.351;R2 U' R' U2 R' F U2 R2 U' F' R';2019-08-22 20:18;no;no;1566518128776;
2x2x2;00:03.970;R' U F U2 F' R U' R' F U2 R2;2019-08-22 20:18;no;no;1566518128776;
2x2x2;00:08.098;U R U R' F R2 U' R U2 R' U';2019-08-22 20:18;no;no;1566518128776;
2x2x2;00:06.478;U' F U2 F R U' R' U R U R';2019-08-22 20:17;no;no;1566518128776;
2x2x2;00:04.265;U F R2 U2 R' U' R U' R2 F U2;2019-08-22 20:17;no;no;1566518128776;
2x2x2;00:05.074;R' F' U R U R U2 F' U' R2 F;2019-08-22 20:17;no;no;1566518128776;
2x2x2;00:09.287;R' U F U2 F U' F U F U2 R2;2019-08-22 20:17;no;no;1566518128776;
2x2x2;00:03.842;R' U2 R2 F' R' U' R' U' R U R';2019-08-22 20:16;no;no;1566518128776;
2x2x2;00:04.758;F U2 F' R U' R' U R U' R U2;2019-08-22 20:15;no;no;1566518128776;
2x2x2;00:06.003;R' F' U' F U' F U' R2 F' U' R2;2019-08-22 20:15;no;no;1566518128776;
2x2x2;00:05.992;U R U' R2 U R2 U R F' R2 U2;2019-08-22 20:13;no;no;1566518128776;
2x2x2;00:07.281;U R' U' R U2 R' U R2 F' U' F';2019-08-22 20:12;no;no;1566518128776;
2x2x2;00:04.142;U R' U' R2 F2 R U2 R' U' F U2;2019-08-22 20:11;no;no;1566518128776;
2x2x2;00:04.648;U R' F R U' F R U' R U2 F';2019-08-22 20:08;no;no;1566518128776;
2x2x2;00:07.967;U' R' U' F' R2 F' U2 R2 U' R2 U';2019-08-22 20:08;no;no;1566518128776;
2x2x2;00:06.138;R' F' U2 R U R' F R2 F' U2 R;2019-08-22 20:07;no;no;1566518128776;
2x2x2;00:07.489;U2 R' F' U' R2 F R U' R U' F;2019-08-22 20:03;no;no;1566518128776;
2x2x2;00:06.098;U R F' R F' R' U R' F U2 R;2019-08-22 20:03;no;no;1566518128776;
2x2x2;00:03.750;U' F U2 R U2 R U2 R2 F2 U' R;2019-08-22 20:03;no;no;1566518128776;
2x2x2;00:07.678;U' F R' U2 F U' R U R' U' R;2019-08-22 20:02;no;no;1566518128776;
2x2x2;00:05.825;U R' U2 F U' R U' R' F U' R';2019-08-22 20:00;no;no;1566518128776;
2x2x2;00:11.862;R' F2 U' R U R' U' F R2 U2 F';2019-07-13 12:05;no;no;1563030528521;
2x2x2;00:03.984;R' F' R U' R U2 R2 U2 F' U2 R2;2018-08-30 20:52;no;no;1535676521714;
2x2x2;00:06.856;R' U' R U' R' U' F2 U' R2 U' R2;2018-08-30 20:51;no;no;1535676521714;
2x2x2;00:11.466;U' R' U R' U' F U2 F' U R' F;2018-08-30 20:50;no;no;1535676521714;
2x2x2;00:07.342;R' U R U2 R2 U F R U' R' U';2018-08-30 20:50;no;no;1535676521714;
2x2x2;00:06.422;U R F' U' R2 F U2 F U' R U';2018-08-30 20:50;no;no;1535676521714;
2x2x2;00:04.745;R' U' F U2 F' R U2 R' F' U2 F';2018-08-30 20:49;no;no;1535676521714;
2x2x2;00:12.095;R' U2 R2 U2 R' F U2 F U2 R2 U';2018-08-30 20:49;no;no;1535676521714;
2x2x2;00:12.128;R' U' F2 R U2 F' R' U2 R' U2 F;2018-07-22 13:50;no;no;1532280132968;
2x2x2;00:11.276;R U' R2 F R2 F' R2 F R2 F' R2;2018-07-22 13:49;no;no;1532280132968;
2x2x2;00:15.767;U R' F R U' R' U' F' R2 F2 U;2018-07-22 13:49;no;no;1532280132968;
2x2x2;00:10.498;R U' R2 U' R2 F' R F' R' U R';2018-07-22 13:48;no;no;1532280132968;
2x2x2;00:11.664;U R F' R F' R' U R' F U2 R;2018-07-22 13:48;no;no;1532280132968;
2x2x2;00:13.701;R' F' U' R U' R U2 F R' F R2;2018-07-22 13:46;no;no;1532280132968;
2x2x2;00:14.253;R' U2 F U2 R U' R F' R2 U' F;2018-07-22 13:45;no;no;1532280132968;
2x2x2;00:13.288;R U2 R U2 R' U R F R U2 R;2018-07-22 13:45;no;no;1532280132968;
2x2x2;00:12.992;R' U R U' R' F' R U' R' U2 F';2018-07-22 13:44;no;no;1532280132968;
2x2x2;00:08.320;R' F U2 F' R2 U2 R' U2 R' F' U2;2018-07-22 13:43;no;no;1532280132968;
2x2x2;00:18.707;R' F' R2 U' R2 U2 R2 U' R2 F2 U';2018-07-22 13:43;no;no;1532280132968;
2x2x2;00:13.356;U' R' F U2 R U' R2 F U' R U';2018-07-22 13:43;no;no;1532280132968;
2x2x2;00:14.141;R F' U' F' U2 F' U' R2 U' R U;2018-07-22 13:42;no;no;1532280132968;
2x2x2;00:08.775;U2 R2 F R U2 R' U' R U2 R F';2018-07-22 13:42;no;no;1532280132968;
2x2x2;00:08.035;R' U' F' R2 F' R' U R' F R2 F';2018-07-22 13:42;no;no;1532280132968;
2x2x2;00:11.722;U R' U2 F R2 U2 F' R' F U' R;2018-07-22 13:41;no;no;1532280132968;
2x2x2;00:13.885;R' F' R2 U' R' U2 F R' U2 F U2;2018-07-22 13:41;no;no;1532280132968;
2x2x2;00:12.357;R' U R' F U R U2 R' U2 R2 U2;2018-07-22 13:40;no;no;1532280132968;
2x2x2;00:13.943;R' U' F U' R2 U R' F R U2 R2;2018-07-22 13:39;no;no;1532280132968;
2x2x2;00:07.560;U R' F' U2 F' U' F U' F R' U';2018-07-22 13:39;no;no;1532280132968;
2x2x2;00:08.260;R' U' R2 U' R2 U' F' R U R' U';2018-07-22 13:39;no;no;1532280132968;
2x2x2;00:13.385;U' F' U' R2 F R2 U' R2 F R' F;2018-07-22 13:38;no;no;1532280132968;
2x2x2;00:13.165;U2 R U' F' U' R2 U F' U R U;2018-07-22 13:37;no;no;1532280132968;
2x2x2;00:14.546;U2 R U2 R' U R2 U' F U' F2 U2;2018-07-22 13:36;no;no;1532280132968;
2x2x2;00:12.387;U2 R F' U' F U2 R2 U' R2 F U2;2018-07-22 13:35;no;no;1532280132968;
2x2x2;00:07.121;U F U' F U2 R' U' R2 U' R' U';2018-07-22 13:35;no;no;1532280132968;
2x2x2;00:11.369;U2 R F' R2 U2 F U2 F' U2 R U2;2018-07-22 13:34;no;no;1532280132968;
2x2x2;00:12.446;F' R2 U' R U' R F R' U2 R U;2018-07-22 13:34;no;no;1532280132968;
2x2x2;00:13.642;U' R' U R2 U' R2 F' R U R' U2;2018-07-22 13:33;no;no;1532280132968;
2x2x2;00:14.805;R2 U2 F U' F2 U F U' R U R';2018-07-22 13:32;no;no;1532280132968;
2x2x2;00:12.583;F2 U' R U R' U' R2 F' U' R' U';2018-07-22 13:32;no;no;1532280132968;
2x2x2;00:14.210;F R F U2 R U' R' U' F U' R2;2018-07-22 13:31;no;no;1532280132968;
2x2x2;00:10.665;U2 R U2 R2 F U2 R2 F' R2 F U2;2018-07-22 13:31;no;no;1532280132968;
2x2x2;00:09.486;U2 R U2 F' R' U R' U F' R U';2018-07-22 13:27;no;no;1532280132968;
2x2x2;00:14.282;U R' F' R U2 R F2 U' R U' R;2018-07-22 13:27;no;no;1532280132968;
2x2x2;00:11.259;R U' R2 F U' R U' R2 F' R U;2018-07-22 13:27;no;no;1532280132968;
2x2x2;00:15.799;R' U2 F U2 R' U' R2 U' F' R2 U';2018-07-22 13:26;no;no;1532280132968;
2x2x2;00:16.439;F R' U R U R' F U' F U2 R;2018-07-22 13:26;no;no;1532280132968;
2x2x2;00:12.426;U' R U' R2 F U2 R2 U2 R' U R;2018-07-22 13:25;no;no;1532280132968;
2x2x2;00:14.645;U2 R' F U2 R U2 R2 F R U R;2018-07-22 13:25;no;no;1532280132968;
2x2x2;00:12.283;R' U2 R U R' F' U' F2 R2 U' R2;2018-07-22 13:24;no;no;1532280132968;
2x2x2;00:09.856;U' R' U' F2 U R' F U2 F R2 U';2018-07-22 13:24;no;no;1532280132968;
3x3x3;00:16.268;F R2 L2 U2 F' B2 D B U R F' D' F2 U2 D' B2 R2 B2 R2 U2;2023-12-09 19:08;no;no;1702166826335;
3x3x3;00:19.432;L' B2 R' D2 B2 U2 F2 L' R' D B' D' U' R U2 F2 R2 B' L F2;2023-12-09 19:08;no;no;1702166826335;
3x3x3;00:16.575;F U' F' B L B' U R U B R2 U2 F2 B' D2 L2 F2 R2 F2;2023-12-09 19:07;no;no;1702166666021;
3x3x3;00:16.375;F2 D2 U2 F2 R D2 L' B2 L' R2 D B2 L2 D F' U B2 U L' R';2023-12-09 19:07;no;no;1702166826335;
3x3x3;00:17.551;D2 R D2 F2 U2 R F2 L F2 D2 F2 D' L2 B' R2 U F L F D2;2023-12-09 19:06;no;no;1702166666021;
3x3x3;00:16.588;U2 B2 D2 F2 U2 F2 L U2 R2 B' D2 R' B' D' L' U' L;2023-12-09 19:06;no;no;1702166666021;
3x3x3;00:20.468;L2 F2 U D B' R' U2 D' B' L2 F2 U2 R D2 F2 D2 R' B2 L U2;2023-12-09 19:05;no;no;1702166666021;
3x3x3;00:17.036;F2 L2 D2 B' R2 D2 R2 D F L' B2 D F2 L2 B2 R2 U2 R;2023-12-09 19:04;no;no;1702166536811;
3x3x3;00:16.668;R2 U2 F' L D' L U' D F' L U2 D L2 U D F2 D R2 F2;2023-12-09 19:03;no;no;1702166536811;
3x3x3;00:21.759;B2 L2 F2 L2 F2 U2 F2 L U' F L R U' F2 D F' L' F2 L2;2023-12-09 19:03;no;no;1702166536811;
3x3x3;00:18.642;B2 F2 L' B2 R F2 L' U2 L2 U' B L2 U2 R' F2 U R F' L;2023-12-09 19:02;no;no;1702166398556;
3x3x3;00:14.155;U B L B2 R F2 U2 D' R2 B2 R L2 B2 U2 B D2 F' L2 F L2;2023-12-09 19:02;no;no;1702166536811;
3x3x3;00:19.982;D' L2 U F2 R2 B2 U F2 L D B2 F' U F L U2 R B' R U;2023-12-09 19:01;no;no;1702166398556;
3x3x3;00:15.749;B' L2 B' U2 B U2 F U' L' D2 F2 L F' U2 B2 L' F D';2023-12-09 19:00;no;no;1702166398556;
3x3x3;00:19.168;F2 L B2 L2 U2 B2 L' F2 L' B2 R' D' B D B F D' U' R' F2 R;2023-12-09 19:00;no;no;1702166398556;
3x3x3;00:16.989;F' U2 F' B2 D' R L2 B2 D' F2 R2 D2 B2 R2 U2 L' D2 B2;2023-12-09 18:59;no;no;1702166275599;
3x3x3;00:15.314;R D R F2 L U' B2 D' L2 F L U2 L F2 L F2 R' U2 F2;2023-12-09 18:59;no;no;1702166275599;
3x3x3;00:13.081;U L D B2 L2 D R2 U' R D' R2 U2 B R2 F' L2 D2 L2 U2;2023-12-09 18:58;no;no;1702166275599;
3x3x3;00:17.811;F2 L2 F L2 R2 U2 B' U2 F2 L' U F D U' R' B' R' D L';2023-12-09 18:58;no;no;1702166275599;
3x3x3;00:17.110;U2 F L2 D2 B2 R2 F' U2 B D' U2 L' R F L U' L2 D' U';2023-12-09 18:57;no;no;1702166157345;
3x3x3;00:17.209;U' B2 U' B2 R2 B2 D B2 U L' U' F' U2 F' R B' L2 R D' L';2023-12-09 18:57;no;no;1702166157345;
3x3x3;00:15.297;R2 D2 R2 B2 D R2 U' L2 F2 R2 U' L' U' R2 U2 F' D F R U2;2023-12-09 18:56;no;no;1702166157345;
3x3x3;00:15.378;F2 R U' D F2 B R2 D2 F2 R' F D2 L U2 B2 R F2 B2;2023-12-09 18:56;no;no;1702166157345;
3x3x3;00:16.550;L2 U2 B2 R2 D2 R B2 R' B2 U2 R2 F' R D F2 R2 B' D' L2 B';2023-12-09 18:55;no;no;1702166029367;
3x3x3;00:15.640;D2 B2 R B2 L2 U2 R' U2 R2 U' B' L' R D' U2 B' L2 U' L B2;2023-12-09 18:55;no;no;1702166029367;
3x3x3;00:19.449;L2 D2 L' R D2 F2 D2 R F' R' B2 D' F2 D R' D2 L2 B D;2023-12-09 18:54;no;no;1702166029367;
3x3x3;00:19.321;R' U2 R' U2 R' B2 R D F R U' F2 R2 D' F2 D2 F2 D' B2 D;2023-12-09 18:54;no;no;1702166029367;
3x3x3;00:21.262;D U R2 D' U' F2 D2 F U2 L' D B' U B' F2 U2 F' R' U2;2023-12-09 18:53;no;no;1702165881547;
3x3x3;00:18.649;F' U F2 D' R U' L F2 U F R' D2 R2 B2 R' B2 R' F2 R;2023-12-09 18:53;no;no;1702165881547;
3x3x3;00:17.094;R' D2 R B2 L2 U2 B2 L2 D R D2 F2 R B' D' R B L2 F;2023-12-09 18:52;no;no;1702165881547;
3x3x3;00:20.015;U' B' R' D B2 L B' D F2 U' L' F' L2 F' U2 B2 U2 F2 L2;2023-12-09 18:52;no;no;1702165881547;
3x3x3;00:22.062;D2 B2 F2 D L2 B' R2 F2 L2 B D2 R2 B' L' U F' U';2023-12-09 10:40;no;no;1702135898799;
3x3x3;00:17.295;L' D2 F2 D2 R B2 L' D2 L' B L' B2 U2 F' D2 R' B2 D2 U;2023-12-09 10:39;no;no;1702135898799;
3x3x3;00:20.052;F' U' L' B R' D F' R' F L' F U2 L' B2 L' D2 R' U2 L;2023-12-09 10:39;no;no;1702135898799;
3x3x3;00:21.365;D2 R2 F' L2 B R2 F2 U2 B' R' D U2 L' R' D2 F' L R F;2023-12-09 10:38;no;no;1702135898799;
3x3x3;00:23.203;R L D2 B2 U' L2 D2 B' R' U F' L2 D' B2 U D2 F2 D2;2023-12-09 10:38;no;no;1702135898799;
3x3x3;00:17.549;U2 R L B D R2 U' F B2 D' B2 R2 F2 R2 U' F2 U2 L2 B2;2023-12-09 10:37;no;no;1702135898799;
3x3x3;00:17.909;F U' F2 R2 U' L2 B' U R' L B2 U B2 U2 B2 D' R2 U' F2;2023-12-09 10:37;no;no;1702135898799;
3x3x3;00:20.949;B2 D R2 D2 U' L2 D' L2 F' D' F2 D2 B F' L' D2 B R2;2023-12-09 10:36;no;no;1702135898799;
3x3x3;00:14.384;F' U' D' L2 U' B2 R U L F2 D B2 U2 F' B2 R2 F' U2 D2;2023-12-09 10:36;no;no;1702135898799;
3x3x3;00:18.730;F R2 B2 F R2 D2 U2 L' F U2 F' D' L' D' L D B2;2023-12-09 10:35;no;no;1702135898799;
3x3x3;00:18.662;R2 B F R2 B2 U2 R2 F2 L' U F' U B F L D2 F R' B2;2023-12-09 10:34;no;no;1702135898799;
3x3x3;00:24.439;D2 B2 U2 D' R' U' D' F' D' L D' L2 B2 D' R2 F2 R2 U B2 U;2023-12-09 10:34;no;no;1702135898799;
3x3x3;00:17.428;L' D2 B2 L2 R' F2 D2 L2 D' R' F2 D B U L2 D L U B';2023-12-09 10:33;no;no;1702135898799;
3x3x3;00:19.244;R2 F2 U2 B2 R' D2 L F2 D L2 B' D2 R2 U2 F2 L' D2 F';2023-12-09 10:33;no;no;1702135898799;
3x3x3;00:16.206;R2 D2 F2 L2 U2 L' F2 D2 L' B D F U B' R B' D' B F R2;2023-12-09 10:32;no;no;1702135898799;
3x3x3;00:14.460;B2 U2 L2 U' B2 D' U' L2 R2 B D B2 U B2 U L D' R' B D2;2023-12-09 10:32;no;no;1702135898799;
3x3x3;00:21.885;D' R2 B2 D' F2 D' B2 F2 D2 R' D' B D F2 L2 D2 U B;2023-12-09 10:31;no;no;1702135689087;
3x3x3;00:16.340;R2 U' R2 B U2 F2 L B U R F2 D2 R2 B2 R D2 R' U2;2023-12-09 10:29;no;no;1702135689087;
3x3x3;00:21.640;U2 R B R B' D2 B R2 U F D B2 U2 B2 U2 R2 F2 U2 R2;2023-12-09 10:28;no;no;1702135558321;
3x3x3;00:17.744;R2 F2 U R2 F2 D2 R' B U2 B2 U L2 R B2 R D U' R';2023-12-09 10:28;no;no;1702135689087;
3x3x3;00:16.852;D' R' F R2 F2 U2 B2 R2 U F B2 U' B2 D2 F2 D2 R2 D B2;2023-12-09 10:27;no;no;1702135558321;
3x3x3;00:14.121;L' B2 U2 B2 R U2 B2 L' B2 U F' D R2 F' U2 F L2 F2 U';2023-12-09 10:27;no;no;1702135558321;
3x3x3;00:21.127;L2 F2 U' B2 D' U2 F2 R2 F' L' U' B L2 U R U' L F2 L';2023-12-09 10:26;no;no;1702135558321;
3x3x3;00:16.106;F2 D2 R L2 D2 F' U' B' D' R' U L2 U2 B2 U' R2 D' R2 U2;2023-12-09 10:25;no;no;1702135369328;
3x3x3;00:15.244;R2 U R2 D' U' L2 F2 D' U2 B D R2 B L' R2 F' U2 L R U;2023-12-09 10:25;no;no;1702135369328;
3x3x3;00:18.548;D R F' U2 R F' D2 L2 F2 R' B2 U' R2 U' F2 U R2 F2 U F2;2023-12-09 10:22;no;no;1702135097817;
3x3x3;00:16.940;F2 L2 D2 L2 D2 R2 U B D' B2 R D F2 D' F' R2 U2 F;2023-12-09 10:22;no;no;1702135097817;
3x3x3;00:16.616;D' L2 F' D R' B' U R2 U2 L B U2 R2 U2 F2 U2 F2 U2 L2 D';2023-12-09 10:21;no;no;1702135097817;
3x3x3;00:21.773;L2 D2 U L2 U R2 B2 U' L' B' R2 D' F' U2 R2 D2 R D B2 U';2023-12-09 10:19;no;no;1702135097817;
3x3x3;00:18.238;D2 B2 U2 L U2 L' U2 R B2 L' F U L F U' B' F' L' D B;2023-12-09 10:19;no;no;1702135097817;
3x3x3;00:18.581;R2 U2 B' D R2 B' L' U' R' F L' B2 R2 U2 D' B2 U' D2 L2;2023-12-09 10:18;no;no;1702134981330;
3x3x3;00:17.485;D' L' U F' D' B D2 R' U L' U F2 R2 F2 L2 D2 F B';2023-12-09 10:18;no;no;1702135097817;
3x3x3;00:12.545;U L2 F' R L D' B' U' F2 U R U2 L2 F R2 F B D2 F;2023-12-09 10:17;no;no;1702134981330;
3x3x3;00:13.168;U R B2 L D' B U' B D' B R2 D2 F2 L2 U L2 D L2 D';2023-12-09 10:17;no;no;1702134981330;
3x3x3;00:19.347;B' L2 U2 R2 F' D2 B' D2 L2 B U' R F2 D U2 L D2 B2 D2 B';2023-12-09 10:16;no;no;1702134847903;
3x3x3;00:18.999;F' L B2 R' F' R B' U F' R D2 L' F2 R2 L D2 R' F2 U2 B2;2023-12-09 10:16;no;no;1702134981330;
3x3x3;00:14.862;U' R2 U L2 U' L2 U B' L2 F2 L D F U F2 L' U B';2023-12-09 10:15;no;no;1702134847903;
3x3x3;00:22.091;U B2 L2 B2 L2 U' L2 D2 L' B' L U R2 B' F2 L U' R2 F;2023-12-09 10:15;no;no;1702134847903;
3x3x3;00:16.906;U R2 B2 D2 F2 U R2 B2 D' R' D' U2 L' B D' F L2 F2 R F2;2023-12-09 10:14;no;no;1702134847903;
3x3x3;00:15.946;U F2 D' B2 L2 D2 L2 D B L D' F L B2 L' D' F' U2 B2 F';2023-12-07 17:59;no;no;1701988995121;
3x3x3;00:18.927;L B2 L' B2 D2 B2 D2 R' D' L' F U' L' B U2 B' D2 U' R2;2023-12-07 17:58;no;no;1701988995121;
3x3x3;00:20.181;F2 L2 D2 F' D2 B2 R2 L' B U' L F' D2 L2 D2 L2 F2 R2 L2;2023-12-07 17:58;no;no;1701988995121;
3x3x3;00:20.632;U2 L2 B F U2 F' L2 F U L F' U2 F2 R' D U' L D2 R;2023-12-07 17:57;no;no;1701988995121;
3x3x3;00:14.741;U2 R B2 L B2 R' F2 L' B2 F D' B U' B' U B R' B D2 R2;2023-12-07 17:57;no;no;1701988995121;
3x3x3;00:17.069;U D' L U2 R B2 D B' U' F L' U' B2 R2 F2 D2 L2 D R2 U;2023-12-07 17:56;no;no;1701988995121;
3x3x3;00:16.488;R U L U B' R U D' R F L' D2 L B2 U2 L2 F2 R2 F2;2023-12-07 17:56;no;no;1701988995121;
3x3x3;00:16.337;L2 D' F2 D U R2 D' L2 R2 B2 F R' U' L' D F R2 U F2 L';2023-12-07 17:55;no;no;1701988995121;
3x3x3;00:20.862;U' R2 U F2 D F2 U2 F2 L' U B L D2 B D R' F R B L;2023-12-07 17:55;no;no;1701988995121;
3x3x3;00:15.959;U F B U R' L D' B U D2 L2 D2 L' D2 F2 L' U2 B2 R';2023-12-07 17:54;no;no;1701988995121;
3x3x3;00:24.258;F' U2 F' U2 F' L2 B R2 F D B L D R B' D L2 U B2 D';2023-12-07 17:54;no;no;1701988995121;
3x3x3;00:18.175;D2 F B' U F L D R B2 D B2 D2 B L2 B2 D2 F' U2 D2 L2;2023-12-07 17:53;no;no;1701988995121;
3x3x3;00:17.986;U' B2 D2 B2 U2 R2 D L' D2 U' R D' L' B' D' F' R U' L';2023-12-07 17:52;no;no;1701988995121;
3x3x3;00:18.375;U' R2 D U L2 D R2 B2 L' U2 F L' D' R2 B2 L B L' R';2023-12-07 17:52;no;no;1701988995121;
3x3x3;00:18.113;D2 F D2 U2 F R2 F2 D2 L2 D B2 R D' L2 U R' U2 R2 F2;2023-12-07 17:51;no;no;1701988995121;
3x3x3;00:19.057;U D' B R B' L F U2 D' F B2 R2 F2 R U2 L' B2 L2 F2 D2 R';2023-12-07 17:51;no;no;1701988995121;
3x3x3;00:17.141;L2 U2 L2 R F2 U2 B2 F2 R' D2 R2 F' L2 D B' U2 L' U2 B' U;2023-12-07 17:50;no;no;1701988995121;
3x3x3;00:21.047;F' U2 F R2 D2 U2 F' U2 B2 R' F' D' U' R' B' U' L U R2;2023-12-07 17:50;no;no;1701988995121;
3x3x3;00:18.404;B2 L2 U L2 F2 D2 U' B2 U' R' U F U R2 U L' B F2 L2 R';2023-12-07 17:47;no;no;1701988995121;
3x3x3;00:25.300;B' D2 U2 F R2 B' L2 D2 B L U' R2 U2 B' D' B L2 B' U';2023-12-07 17:47;no;no;1701988995121;
3x3x3;00:15.640;L2 F2 L' U2 B2 R' D2 B2 D2 L B' L B F' R F' D F' U' F2;2023-12-07 17:46;no;no;1701988995121;
3x3x3;00:14.449;D2 R' D R B2 D L2 B2 D R' D R2 F' B2 U2 F R2 F';2023-12-07 17:46;no;no;1701988995121;
3x3x3;00:18.945;U2 R' F2 L U2 L2 R B2 L2 B D' R F U L' D' U R F2 D;2023-12-07 17:45;no;no;1701988995121;
3x3x3;00:16.730;D2 F2 L2 B' R2 B L2 B R' D2 B D' R' F2 U2 R2 B D2 F';2023-12-07 17:45;no;no;1701988995121;
3x3x3;00:22.062;D2 F2 U' R' U F L2 D' B D2 L' U F2 B2 U2 D F2 L2 B2 L2;2023-12-07 17:44;no;no;1701988995121;
3x3x3;00:11.887;L' R2 U2 B2 L U2 F2 D2 F D U R D2 L' B' R' D' B D';2023-12-07 17:43;no;no;1701988058820;
3x3x3;00:16.087;F2 U R2 B2 U2 B2 D R2 U R2 B' U2 R B2 F2 D' F2 R B U2;2023-12-07 17:43;no;no;1701988995121;
3x3x3;00:17.758;U' R2 U L2 D2 U' F2 U F L2 B' L F R' B F L' U';2023-12-07 17:42;no;no;1701988058820;
3x3x3;00:18.436;F2 B R D' R' B L2 B L B' U2 R2 B2 L2 U2 R2 U R2;2023-12-07 17:42;no;no;1701988058820;
3x3x3;00:16.419;L' F R L F B D2 L' B D L' U B2 U2 L2 F2 U2 R2 F2 U';2023-12-07 17:41;no;no;1701988058820;
3x3x3;00:17.551;D' R2 U L' B2 D' B R' L2 U2 F L D2 R U2 D2 R' U2 L;2023-12-07 17:41;no;no;1701988058820;
3x3x3;00:14.271;F2 R2 B2 R2 B' R2 U2 F2 R2 D2 R' U L F D L2 B L U B;2023-12-07 17:40;no;no;1701988058820;
3x3x3;00:13.774;F R2 U F' B D' R2 D2 F' U2 B L2 U2 R2 U2 B;2023-12-07 17:40;no;no;1701988058820;
3x3x3;00:18.872;B2 L2 D' F2 U' R2 U2 R F2 L' R D2 B R U R2 B' R' F;2023-12-07 17:39;no;no;1701988058820;
3x3x3;00:16.402;L B2 L' D2 L' D2 F2 D2 B2 D R' U' B U2 L2 D' L B D U2;2023-12-07 17:39;no;no;1701988058820;
3x3x3;00:18.129;F' D F2 U' D' B2 U' L B R' U R2 L2 F2 D2 B' U2 F2;2023-12-07 17:38;no;no;1701988058820;
3x3x3;00:18.229;L U2 B' U' R' B2 R F2 U2 L' B' D B2 U2 L2 D' R2 D F2;2023-12-07 17:37;no;no;1701988058820;
3x3x3;00:18.925;F2 U2 R2 U B2 F2 U' R2 F U' B' U2 R' D' B L D B L2;2023-12-07 17:37;no;no;1701988058820;
3x3x3;00:22.234;U F2 B2 L' F' R B' R' U2 R F' U2 D' B2 R2 U L2 U F2;2023-12-07 17:36;no;no;1701988058820;
3x3x3;00:17.510;F2 D R' U' F2 R2 B U2 R L2 F2 B2 U L2 U L2 F2 U2 L2 F2;2023-12-07 17:36;no;no;1701988058820;
3x3x3;00:18.102;B' L2 B' F' R2 D2 F' R' F2 L2 B R U' R' B L' B' R';2023-12-07 17:35;no;no;1701988058820;
3x3x3;00:16.730;U F2 U' B2 U' F2 L2 F2 L' R' B L D' F2 U' F D B L';2023-12-07 17:35;no;no;1701988058820;
3x3x3;00:17.859;F B2 R2 U L' F2 L' D' F' L B U' D' F2 L2 B2 L2 U' B2;2023-12-07 17:34;no;no;1701988058820;
3x3x3;00:23.427;R2 U R2 B2 F2 U' L2 U' L' F' R U2 R2 B F' L' B' R' D2;2023-12-07 17:33;no;no;1701988058820;
3x3x3;00:21.536;D U' F2 D' B2 L2 D2 B' D' U2 F U L D2 L D R' F U';2023-12-07 17:33;no;no;1701988058820;
3x3x3;00:20.533;L2 R2 U' L2 U R2 B2 U' R2 F' D2 B' U' L D B' F2 R U F;2023-12-07 17:32;no;no;1701988058820;
3x3x3;00:22.012;B' L' F' D' F U' D2 B2 L F L D2 R2 U2 B2 D2 R' F2 L2 F2;2023-12-07 17:31;no;no;1701988058820;
3x3x3;00:23.115;B' U' L' B R2 F' U2 L B2 D F' U2 L2 F2 L2 F R2 U2 F' L2 F;2023-12-07 17:31;no;no;1701988058820;
3x3x3;00:18.217;F2 R2 F2 U B2 D U2 R2 F' D2 L U2 F L U' L' F' R' D;2023-12-07 17:30;no;no;1701988058820;
3x3x3;00:21.360;F2 U2 B2 L2 F2 L2 D' F2 D2 R' B D F' L U F R D2 B2 L2;2023-12-07 17:29;no;no;1701988058820;
3x3x3;00:16.863;U2 B2 U2 F2 D' R2 D' L' F' L2 D B R2 F R' D U2 R2 F2;2023-12-07 17:29;no;no;1701988058820;
3x3x3;00:21.856;F2 U' F2 L2 U' B2 D B L' F2 R B F2 D2 F D' F R2 U';2023-12-07 17:28;no;no;1701988058820;
3x3x3;00:19.168;U' R F2 L' B2 D' F' D' B L U2 R2 U2 B2 R2 F' U2 B' L2 F;2023-12-07 17:28;no;no;1701988058820;
3x3x3;00:23.949;U' L D F2 U2 L' F U2 F2 B' U F2 B2 D R2 U2 R2 L2 D';2023-12-07 17:27;no;no;1701987469250;
3x3x3;00:19.292;F2 D B2 U' L2 D' U2 F2 D2 L B L2 B2 F D B R B D2 L';2023-12-07 17:26;no;no;1701987469250;
3x3x3;00:16.234;D R2 B2 U2 L2 R2 D' B' L B' D' B D R B' L F R2;2023-12-07 17:26;no;no;1701987469250;
3x3x3;00:22.187;F' U2 L2 D2 B U2 F' L2 D2 R' D2 U2 B U' R2 B D2 R' D2 F';2023-12-07 17:25;no;no;1701987469250;
